0.000146	1.051596	0.102082	0.026350	0.000044	-0.003263	0.001320
0.000340	1.101588	0.101228	0.020855	0.000236	-0.007264	0.001044
0.000529	1.251869	0.103000	0.013423	0.000330	-0.011307	0.000672
0.000250	1.075133	0.085235	0.023585	0.000165	-0.005415	0.001181
0.000465	1.147266	0.103935	0.018993	0.000344	-0.009784	0.000951
0.000771	1.271901	0.102819	0.028011	0.000747	-0.015071	0.001404
0.000372	1.044969	0.119899	0.024907	0.000135	-0.007826	0.001248
0.000539	1.077850	0.122029	0.018382	0.000184	-0.011289	0.000920
0.001330	1.263404	0.092001	0.009995	0.000453	-0.027252	0.000500
0.000918	1.180355	0.104380	0.012642	0.000323	-0.018986	0.000633
0.000392	1.112306	0.126332	0.021716	0.000150	-0.008284	0.001088
0.000974	1.149993	0.103961	0.012531	0.000323	-0.020067	0.000627
0.000349	1.046587	0.128862	0.025000	0.000115	-0.007370	0.001252
0.000273	1.051928	0.093361	0.029895	0.000096	-0.005799	0.001498
0.002104	1.287043	0.094564	0.009995	0.000737	-0.041504	0.000500
0.000386	1.099773	0.108453	0.027435	0.000157	-0.008036	0.001375
0.000362	1.084353	0.112220	0.028369	0.000130	-0.007559	0.001421
0.001883	1.206062	0.098332	0.017346	0.000894	-0.035965	0.000868
0.002155	1.135605	0.119893	0.012682	0.000408	-0.041936	0.000635
0.004468	1.224343	0.098157	0.009995	0.000873	-0.083595	0.000500
0.000431	1.030359	0.106405	0.025031	0.000171	-0.008967	0.001254
0.000046	1.050619	0.121187	0.030395	0.000027	-0.001100	0.001523
0.000056	1.043643	0.100654	0.026702	0.000034	-0.001326	0.001338
0.000077	1.059667	0.104391	0.024722	0.000076	-0.001798	0.001238
0.000086	1.060671	0.081187	0.024722	0.000097	-0.001998	0.001238
0.000094	1.088939	0.095397	0.021622	0.000096	-0.002189	0.001083
0.000103	1.106517	0.096244	0.021254	0.000114	-0.002376	0.001064
0.000142	1.182904	0.102768	0.015163	0.000137	-0.003278	0.000759
0.000074	1.081189	0.095315	0.021552	0.000053	-0.001734	0.001079
0.000206	1.195790	0.093705	0.015773	0.000230	-0.004622	0.000790
0.000094	1.048412	0.101923	0.024814	0.000108	-0.002163	0.001243
0.000157	1.127292	0.106574	0.018815	0.000154	-0.003555	0.000942
0.000443	1.317289	0.103119	0.011772	0.000393	-0.009617	0.000589
0.000081	1.044557	0.115549	0.025381	0.000056	-0.001872	0.001271
0.000175	1.103909	0.095238	0.022371	0.000209	-0.003891	0.001120
0.000202	1.036285	0.036485	0.000000	0.000327	-0.004437	0.001181
0.000070	1.041863	0.084569	0.024420	0.000127	-0.001649	0.001223
0.000078	1.214796	0.091825	0.016878	0.000179	-0.001847	0.000845
0.000047	1.165479	0.081867	0.017746	0.000107	-0.001154	0.000888
0.000082	1.293587	0.110165	0.014378	0.000182	-0.001948	0.000720
0.000019	1.090872	0.089371	0.025478	0.000036	-0.000475	0.001276
0.000023	1.104173	0.102398	0.024420	0.000052	-0.000568	0.001223
0.000030	1.154755	0.095720	0.020964	0.000073	-0.000745	0.001050
0.000683	1.173490	0.097395	0.016978	0.000422	-0.014106	0.000850
0.000237	1.053765	0.110283	0.024876	0.000100	-0.005140	0.001246
0.000228	1.064933	0.095621	0.024938	0.000097	-0.004957	0.001249
0.000065	1.213031	0.091343	0.014205	0.000130	-0.001573	0.000711
0.000038	1.124872	0.105330	0.012384	0.000042	-0.000963	0.000620
0.000045	1.139939	0.079298	0.017921	0.000099	-0.001112	0.000897
0.000014	1.088698	0.078722	0.030864	0.000028	-0.000349	0.001547
0.000320	1.119328	0.083249	0.018182	0.000230	-0.006931	0.000910
0.000148	1.099974	0.099326	0.025840	0.000108	-0.003308	0.001294
0.000123	1.054680	0.085271	0.030257	0.000080	-0.002744	0.001516
0.000137	1.102069	0.084277	0.029326	0.000123	-0.003041	0.001470
0.000162	1.101206	0.113770	0.024814	0.000120	-0.003608	0.001243
0.000564	1.283969	0.100028	0.013523	0.000420	-0.011960	0.000677
0.000062	1.046209	0.106796	0.029326	0.000044	-0.001456	0.001470
0.000054	1.047044	0.086818	0.032206	0.000033	-0.001262	0.001614
0.000308	1.242454	0.099993	0.012837	0.000279	-0.006829	0.000642
0.000067	1.044876	0.096341	0.026455	0.000037	-0.001570	0.001325
0.000020	1.013869	0.077044	0.025000	0.000039	-0.000517	0.001252
0.000074	1.346232	0.142403	0.009995	0.000110	-0.001827	0.000500
0.000065	1.163169	0.119226	0.009995	0.000053	-0.001612	0.000500
0.000033	1.113107	0.086741	0.015760	0.000051	-0.000837	0.000789
0.000029	1.109888	0.109383	0.016129	0.000040	-0.000737	0.000807
0.000044	1.149059	0.113537	0.011594	0.000054	-0.001118	0.000580
0.000021	1.049079	0.116492	0.020640	0.000024	-0.000532	0.001034
0.000016	1.054510	0.114125	0.024213	0.000018	-0.000417	0.001213
0.000042	1.106902	0.110941	0.012508	0.000049	-0.001054	0.000626
0.009072	1.065463	0.058370	0.031299	0.002773	-0.145954	0.001569
0.000054	1.006165	0.047814	0.000000	0.000026	-0.001279	0.001281
0.000178	1.017483	0.080046	0.024722	0.000247	-0.003945	0.001238
0.000197	1.078055	0.117588	0.009995	0.000088	-0.004580	0.000500
0.000158	1.054833	0.064564	0.023838	0.000197	-0.003520	0.001194
0.000188	1.139594	0.101469	0.019531	0.000235	-0.004193	0.000978
0.000014	1.051576	0.140412	0.025349	0.000020	-0.000369	0.001270
0.000131	1.092231	0.095750	0.020471	0.000076	-0.002987	0.001025
0.000069	1.152812	0.124767	0.017483	0.000102	-0.001641	0.000875
0.000033	1.069282	0.119467	0.021529	0.000022	-0.000823	0.001078
0.000051	1.088314	0.126762	0.017212	0.000049	-0.001254	0.000862
0.000023	1.049337	0.148577	0.032000	0.000022	-0.000571	0.001604
0.000029	1.080010	0.121954	0.024907	0.000025	-0.000718	0.001248
0.000100	1.087795	0.123161	0.009995	0.000036	-0.002415	0.000500
0.000086	1.106126	0.137799	0.009995	0.000046	-0.002103	0.000500
0.000097	1.099950	0.117600	0.019102	0.000082	-0.002275	0.000956
0.000057	1.041007	0.116227	0.026738	0.000032	-0.001350	0.001340
0.000095	1.079065	0.088904	0.022805	0.000102	-0.002202	0.001142
0.000084	1.079292	0.117236	0.020471	0.000062	-0.001974	0.001025
0.000903	1.082941	0.072045	0.022676	0.000558	-0.017925	0.001136
0.000090	1.013533	0.030055	0.000000	0.000226	-0.002073	0.001228
0.000068	1.044063	0.068117	0.023283	0.000168	-0.001598	0.001166
0.000045	1.185033	0.114426	0.012715	0.000070	-0.001124	0.000636
0.000028	1.061385	0.086649	0.024969	0.000060	-0.000694	0.001251
0.000107	1.066732	0.109119	0.022002	0.000237	-0.002454	0.001102
0.000039	1.023543	0.547176	0.019990	0.000007	-0.000991	0.000500
0.000015	1.014927	0.579378	0.021075	0.000004	-0.000391	0.001055
0.000444	1.117289	0.100064	0.020597	0.000314	-0.009338	0.001031
0.000041	1.526238	0.234645	0.021930	0.000132	-0.000991	0.001098
0.000121	1.088602	0.117327	0.009995	0.000050	-0.002902	0.000500
0.000037	1.067923	0.100490	0.024301	0.000037	-0.000911	0.001217
0.000081	1.202934	0.092703	0.014144	0.000097	-0.001945	0.000708
0.000055	1.061003	0.192540	0.014728	0.000024	-0.001361	0.000737
0.000032	1.017406	0.183629	0.025608	0.000016	-0.000779	0.001283
0.000033	1.019167	0.191507	0.025413	0.000019	-0.000806	0.001273
0.000035	1.063700	0.149713	0.024691	0.000032	-0.000859	0.001237
0.000067	1.117283	0.079544	0.023725	0.000088	-0.001572	0.001188
0.000019	1.102301	0.088094	0.032468	0.000032	-0.000478	0.001627
0.000188	1.084103	0.070354	0.022198	0.000290	-0.004158	0.001112
0.000037	1.044333	0.136892	0.027397	0.000031	-0.000906	0.001373
0.000060	1.088504	0.108491	0.017467	0.000046	-0.001458	0.000875
0.000041	1.061794	0.097195	0.025543	0.000040	-0.000991	0.001280
0.000032	1.203167	0.096522	0.014577	0.000065	-0.000820	0.000730
0.000016	1.039327	0.078213	0.025157	0.000027	-0.000409	0.001260
0.000035	1.148886	0.154211	0.012731	0.000052	-0.000879	0.000637
0.000022	1.095357	0.107629	0.020619	0.000044	-0.000552	0.001033
0.000012	1.023919	0.083422	0.030960	0.000020	-0.000310	0.001552
0.000017	1.061833	0.120785	0.024510	0.000035	-0.000439	0.001228
0.000045	1.113364	0.095104	0.011955	0.000064	-0.001139	0.000598
0.000017	1.034069	0.103257	0.025157	0.000033	-0.000442	0.001260
0.000109	1.128662	0.117829	0.014959	0.000073	-0.002559	0.000749
0.000288	1.161574	0.113592	0.009995	0.000137	-0.006546	0.000500
0.000229	1.120798	0.121902	0.009995	0.000129	-0.005281	0.000500
0.000364	1.137910	0.093589	0.009995	0.000235	-0.008131	0.000500
0.000049	1.031132	0.174205	0.027972	0.000022	-0.001174	0.001402
0.000010	1.106910	0.114590	0.018832	0.000025	-0.000275	0.000943
0.000019	1.118033	0.106047	0.009995	0.000025	-0.000512	0.000500
0.000008	1.043766	0.093781	0.025543	0.000021	-0.000208	0.001280
0.000007	1.094703	0.102663	0.024907	0.000017	-0.000183	0.001248
0.000019	1.054367	0.107199	0.023866	0.000074	-0.000481	0.001195
0.000099	1.086568	0.118049	0.018198	0.000056	-0.002312	0.000911
0.000147	1.055801	0.140759	0.011682	0.000039	-0.003440	0.000585
0.000237	1.087839	0.112263	0.009995	0.000100	-0.005455	0.000500
0.000263	1.176015	0.121066	0.009995	0.000131	-0.006010	0.000500
0.000137	1.059381	0.153792	0.012129	0.000035	-0.003222	0.000607
0.000057	1.055129	0.118573	0.029851	0.000038	-0.001344	0.001496
0.000132	1.121146	0.116673	0.014674	0.000079	-0.003069	0.000734
0.000031	1.038425	0.054967	0.024213	0.000065	-0.000758	0.001213
0.000021	1.086278	0.094437	0.024722	0.000039	-0.000538	0.001238
0.000013	1.068154	0.124205	0.020387	0.000013	-0.000341	0.001021
0.000011	1.040342	0.131318	0.024570	0.000011	-0.000290	0.001231
0.000022	1.450288	0.109564	0.030534	0.000121	-0.000544	0.001530
0.000064	1.033957	0.045765	0.024067	0.000142	-0.001504	0.001206
0.000088	1.231875	0.107508	0.010875	0.000115	-0.002130	0.000544
0.000024	1.129267	0.082337	0.024331	0.000042	-0.000610	0.001219
0.000059	1.174455	0.106181	0.014358	0.000087	-0.001435	0.000719
0.000031	1.047741	0.124799	0.029718	0.000021	-0.000744	0.001489
0.000032	1.025846	0.159142	0.027248	0.000013	-0.000787	0.001365
0.000143	1.287666	0.107889	0.010799	0.000156	-0.003367	0.000540
0.000040	1.034786	0.097793	0.025221	0.000029	-0.000964	0.001263
0.000137	1.207292	0.101283	0.032949	0.000382	-0.003023	0.001652
0.000023	1.110204	0.098417	0.018365	0.000042	-0.000595	0.000920
0.000039	1.088753	0.137322	0.009995	0.000031	-0.001005	0.000500
0.000015	1.030271	0.199629	0.022831	0.000013	-0.000383	0.001144
0.000037	1.086697	0.121951	0.009995	0.000025	-0.000959	0.000500
0.000010	1.012643	0.345293	0.031250	0.000006	-0.000259	0.001566
0.000020	1.054717	0.166494	0.016447	0.000014	-0.000520	0.000823
0.000012	1.050556	0.135693	0.026316	0.000010	-0.000308	0.001318
0.000027	1.077654	0.092779	0.020222	0.000057	-0.000676	0.001013
0.000017	1.043759	0.174042	0.018904	0.000011	-0.000437	0.000947
0.000012	1.029648	0.173374	0.026008	0.000007	-0.000310	0.001303
0.000015	1.066264	0.103553	0.021954	0.000018	-0.000400	0.001100
0.000041	1.093619	0.124289	0.010444	0.000038	-0.001039	0.000523
0.000034	1.107909	0.137648	0.011130	0.000030	-0.000862	0.000557
0.000030	1.127909	0.093496	0.017467	0.000045	-0.000744	0.000875
0.000013	1.040973	0.114556	0.029326	0.000010	-0.000341	0.001470
0.000031	1.105066	0.118745	0.017331	0.000045	-0.000772	0.000868
0.000053	1.085892	0.094345	0.024969	0.000061	-0.001259	0.001251
0.000084	1.208360	0.118710	0.016736	0.000128	-0.002003	0.000838
0.000038	1.068802	0.105148	0.024184	0.000034	-0.000915	0.001211
0.000078	1.056041	0.068029	0.022805	0.000125	-0.001821	0.001142
0.000176	1.309777	0.098203	0.010373	0.000201	-0.004079	0.000519
0.000128	1.168180	0.100988	0.011050	0.000117	-0.003027	0.000553
0.000045	1.009448	0.070898	0.025189	0.000028	-0.001078	0.001262
0.000238	1.273024	0.090527	0.015456	0.000342	-0.005287	0.000774
0.000119	1.023471	0.047994	0.024691	0.000182	-0.002694	0.001237
0.000293	1.226531	0.106526	0.016168	0.000385	-0.006385	0.000809
0.000258	1.337146	0.121629	0.013477	0.000357	-0.005708	0.000675
0.000084	1.122654	0.152084	0.009995	0.000046	-0.002053	0.000500
0.000069	1.103353	0.109424	0.009995	0.000054	-0.001721	0.000500
0.000058	1.182845	0.117475	0.009995	0.000058	-0.001448	0.000500
0.000055	1.151944	0.116974	0.009995	0.000048	-0.001376	0.000500
0.000049	1.140627	0.119469	0.011093	0.000046	-0.001239	0.000555
0.000027	1.083133	0.125243	0.018605	0.000029	-0.000681	0.000932
0.000078	1.208683	0.104312	0.013523	0.000109	-0.001891	0.000677
0.000054	1.177125	0.109242	0.014925	0.000067	-0.001320	0.000747
0.000053	1.025186	0.046373	0.000000	0.000093	-0.001277	0.001217
0.000081	1.119918	0.110665	0.021575	0.000115	-0.001905	0.001080
0.002325	1.253877	0.081436	0.015949	0.001109	-0.043767	0.000798
0.000025	1.065568	0.117021	0.022272	0.000019	-0.000638	0.001115
0.000018	1.025292	0.179245	0.031056	0.000009	-0.000445	0.001556
0.000033	1.074851	0.111205	0.020555	0.000038	-0.000827	0.001029
0.000052	1.088589	0.125826	0.013289	0.000042	-0.001287	0.000665
0.000095	1.217440	0.118178	0.009995	0.000099	-0.002316	0.000500
0.000266	1.253259	0.094731	0.009995	0.000184	-0.006075	0.000500
