0.357083	2.338149	0.820795	29.517221	0.114314	0.606905	0.001360
0.671013	3.001150	0.936192	12.612942	0.216845	1.882127	0.001093
0.006593	0.309872	0.862771	43.809780	0.002403	0.000264	0.000283
0.458250	2.622318	0.837417	15.325964	0.155147	1.039956	0.000863
0.856049	3.892714	0.709910	10.934521	0.299703	4.892430	0.001033
0.912163	5.766080	0.344763	7.878977	0.344168	11.575223	0.001317
0.211948	1.823144	0.801304	17.697023	0.074368	0.246750	0.000759
0.033544	0.671411	0.935088	47.149551	0.011664	0.005088	0.000530
0.963395	4.686324	0.551251	8.187501	0.353125	7.706896	0.000852
0.119874	1.233185	0.990552	37.926143	0.038469	0.058408	0.000973
0.824509	3.606340	0.796658	9.065739	0.283276	3.751097	0.000950
0.601664	3.375553	0.663551	10.635908	0.176794	2.137546	0.000975
0.100062	1.381612	0.658729	18.064363	0.038669	0.073479	0.000502
0.129273	1.851062	0.474106	9.783003	0.072435	0.249388	0.000397
0.466512	3.466298	0.487911	6.794591	0.176266	2.128103	0.000617
0.149784	1.543239	0.790331	10.404080	0.055692	0.133898	0.000399
0.271584	1.987729	0.863775	20.066536	0.089614	0.357117	0.000832
0.230009	1.970178	0.744636	20.882955	0.081902	0.318070	0.000892
0.265581	1.901749	0.922786	11.598227	0.088344	0.319614	0.000616
0.856615	4.120185	0.634106	19.064294	0.286960	5.610556	0.002569
0.100377	1.127757	0.991777	34.795573	0.032340	0.040684	0.000833
0.281411	2.415145	0.606268	10.433600	0.109836	0.689284	0.000620
0.576677	4.231664	0.404688	10.477126	0.200501	3.743159	0.001048
0.074240	0.993136	0.945870	13.925485	0.023699	0.024561	0.000367
0.295251	2.195318	0.769851	10.695523	0.111010	0.535120	0.000589
0.409839	2.492385	0.829074	13.948086	0.134006	0.832756	0.000865
0.411876	2.601835	0.764570	13.852971	0.134326	0.897768	0.000881
0.155042	1.400660	0.993101	57.038030	0.049718	0.097558	0.001414
0.518029	3.207604	0.632707	6.883961	0.196478	1.915026	0.000544
0.192548	2.365259	0.432506	6.382580	0.109085	0.576960	0.000345
0.135935	1.476044	0.784049	11.953333	0.047209	0.098958	0.000427
0.280352	3.170077	0.350569	6.612481	0.123857	1.213752	0.000502
0.061234	0.908344	0.932609	19.750111	0.021587	0.017366	0.000370
0.153426	1.747053	0.631681	11.367958	0.057336	0.175861	0.000433
0.371436	3.170934	0.464215	6.705897	0.144042	1.484038	0.000580
0.227421	2.087682	0.655709	9.759873	0.088067	0.388178	0.000506
0.137290	1.499626	0.767157	10.269260	0.049330	0.111746	0.000403
0.456030	2.713144	0.778498	7.161922	0.154988	1.134463	0.000581
0.709548	4.227871	0.498825	9.751303	0.248340	4.436441	0.001098
