area,perimeter,circularity,variance,bending_energy,energy,crest_factor,mean_frequency,median_frequency,peak_to_peak_amplitude,contraction_intensity,contraction_power,shannon_entropy,sample_entropy,dispersion_entropy,log_detector
0.0003467175442819,0.1046800220552009,0.3976107073183164,0.0004485900851996,7.502358338571548e-06,0.0014354077390462,1.0684922574560356,0.1002596101168309,0.0146412884333821,0.0001638030571049,22.547584187408493,3.815030062005727e-11,-0.0284980072011947,0.0007328692156528,1.988525205627232,0.0010227634721035
0.0048456895765895,0.3186908583305526,0.5995511512944888,0.0038464552378046,0.0007434989475679,0.0019008937468483,1.1406696638984626,0.0823970311984083,0.0135135135135135,0.0003606136896643,24.594594594594597,1.0280114368463333e-10,-0.0371500897647683,0.0006763612026527,1.8860270657584195,0.0011224926977491
0.0492654655548318,1.0117994833720467,0.6047328330090475,0.0442239441315525,0.0403214799873296,0.0042003700402794,1.300988110971912,0.0865253159354645,0.0127469725940089,0.0011990436963094,5.863607393244104,7.095674630935085e-10,-0.0772201119603133,0.0006379585543322,1.8998188290032432,0.0015592252675909
0.1350726026936869,2.041630468325838,0.4072141454490256,0.1752011815161236,0.7367106161714311,0.0103328313233863,1.3534914492875003,0.0856950603970841,0.0110987791342952,0.001947879125936,7.547169811320755,3.1265881285550886e-10,-0.1785453538685277,0.0005554012917,1.867426606508895,0.0022706918344167
0.202845441640919,2.590904336307955,0.3797277718275785,0.2474224268941117,1.8411786439404705,0.0192988229815174,1.218986025194062,0.0815648642452408,0.0140056022408963,0.0024762150991107,6.442577030812324,1.3108616005668363e-09,-0.3099047373944388,0.0007010165025951,1.850210871599767,0.0035021396405607
0.0109976812182482,0.54604237947858,0.4635091266426478,0.0132559865989235,0.0069658974635424,0.0077569852340465,1.150429310370776,0.0832441744178613,0.0163800163800163,0.0008944416367592,8.845208845208846,7.556114055707421e-10,-0.1336567539575178,0.0008200082460308,1.9644686614717812,0.0024905724387155
0.0083290063563547,0.5488107321259742,0.3475024465315747,0.012475622290346,0.0072732423351833,0.0111758179640687,1.107229072599382,0.0760410436534932,0.0208333333333333,0.0018815902576956,8.75,6.529095368142896e-09,-0.1825326834420405,0.0010432969125775,1.4578485822766485,0.0033266824433406
0.0001941577278083,0.0542498393991056,0.829025007516747,7.733875894614188e-05,2.556690850614784e-07,0.0030797270666198,1.047761884923484,0.0725683805315019,0.027359781121751,0.000256485187604,10.39671682626539,1.7527857817086667e-10,-0.0549906178300591,0.0013708021337786,1.8682953212108395,0.002051835024811
0.0014522626434258,0.1617275833664227,0.6977290993615572,0.0009298292511106,4.962356660103516e-05,0.002474079757366,1.057826898833389,0.0555456534537801,0.0224466891133557,0.000866857259645,35.465768799102136,4.688665247724606e-10,-0.045576787984174,0.0011242272122809,0.7937875588351821,0.0016393147465903
0.0002290387476476,0.0788010836301722,0.4635050229977797,0.0001485031990723,9.665262793699684e-07,0.0008398004429661,1.0977309313438222,0.0990274952503388,0.0245700245700245,0.0002167440990568,52.57985257985258,4.916604635091678e-11,-0.0166960064539846,0.0012307693861325,1.876596213610045,0.0010137681353112
0.0001664859703127,0.0586309655883425,0.6086020521544759,0.0001208482934316,5.528498554532409e-07,0.0006386131584422,1.0553135665045332,0.072536835871452,0.029940119760479,0.0001338886009305,65.26946107784431,1.0129626476316648e-10,-0.0127665895664584,0.0015003753752345,1.6529150382493922,0.0009759158147396
0.0001788806479493,0.061457760884453,0.5951408440652367,0.000116295652811,5.487879645452162e-07,0.0007911972785995,1.0405533718513176,0.090834980594024,0.0263852242744063,0.0001650800024056,69.1292875989446,4.9788071125559394e-11,-0.015717044534554,0.0013218772579158,1.5627622764524047,0.0010198943574328
0.000182200080971,0.0588979909690523,0.6600205648516392,7.974174269668293e-05,3.9254436056392265e-07,0.0007502637149142,1.0599819413329492,0.085848524301572,0.0257731958762886,0.0001450272852106,45.876288659793815,8.741706279310204e-11,-0.0149874278110347,0.0012911557636199,2.0125960741672637,0.0009819021713992
0.0191858905275978,0.5081846800033363,0.9335738734202188,0.0069758920685762,0.0034011002441468,0.002848880850506,1.1243754104449264,0.0670867216486568,0.0199800199800199,0.0010013836499856,42.75724275724276,1.5018129780157532e-09,-0.0522393447772547,0.0010005003335836,1.417892832447006,0.0016225264235977
4.700216549647335e-05,0.032263904347072,0.5674059536888352,2.578742376480172e-05,3.2107985093560246e-08,0.0007433541578505,1.0444775122495729,0.1043465938347784,0.025,0.0001085938500384,46.5,1.2008924220182955e-10,-0.0148935176921482,0.0012523483164658,1.993181560724384,0.0009632880476758
0.0003858404030306,0.0846811795333022,0.6761511159205722,0.0002288593431532,1.6389251053365804e-06,0.0007874609123015,1.068405332581327,0.0863221168801131,0.024906600249066,0.0001594610357528,44.33374844333749,1.208243731873843e-10,-0.0157133358507338,0.0012476607981552,1.9764635162458537,0.0009884583753159
0.0005290009334656,0.126562873581947,0.4150053054157501,0.00038182080526,6.161751329056503e-06,0.00043524301288,1.09710813975009,0.1111415323883664,0.0245398773006134,0.0002068554619441,64.29447852760737,1.1677762629428087e-10,-0.0090597583696458,0.0012292564547297,1.7550711465070516,0.0007253498396222
